Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,brand-variants,Headline,Field1,Field2
Tokyomashi de Koi shita Banana Cake 210g,https://www.yamibuy.com/en/p/item/1016067081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOKYO LOVE,2,,,Tokyomashi de Koi shita Banana Cake 210g,4.5,Japan
Otona Puchi Basuku Chizu Cake 43g,https://www.yamibuy.com/en/p/bourbon-otona-puchi-basuku-chizu-cake-43g/1016075611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,4,$2.29,,Otona Puchi Basuku Chizu Cake 43g,4.8,Japan
【Frozen】Vege Fish Cake 170g,https://www.yamibuy.com/en/p/vege-fish-cake-170g/1149012471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANG FOOD,,$3.49,,【Frozen】Vege Fish Cake 170g,,Korea
NANBEIFANG Cake Flour 500g,https://www.yamibuy.com/en/p/nanbeifang-cake-flour-500g/1149004301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNRIGHT,,$2.99,,NANBEIFANG Cake Flour 500g,,Taiwan
【Frozen】Hawthorn Cake 420g,https://www.yamibuy.com/en/p/hawthorn-guokui-frozen-420g/1146139201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,1,,,【Frozen】Hawthorn Cake 420g,5,China
KOTOBUKI SWEET BEAN CAKE(HIROSHIMA MOMIJI)  297.5g,https://www.yamibuy.com/en/p/kotobuki-sweet-bean-cake-hiroshima-momiji-297-5g/1016059341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOTOBUKI AZUKI,3,$5.59,,KOTOBUKI SWEET BEAN CAKE(HIROSHIMA MOMIJI)  297.5g,2.3,Japan
【Frozen】Sliced Rice Cake 650g,https://www.yamibuy.com/en/p/sliced-rice-cake-650g/1150003341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANG FOOD,,$3.49,,【Frozen】Sliced Rice Cake 650g,,Korea
【Frozen】Rose Cake 420g,https://www.yamibuy.com/en/p/rose-cake-frozen-420g/1146139211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,1,$7.99,,【Frozen】Rose Cake 420g,4,China
Straberry Apple Cake 50g*6pcs,https://www.yamibuy.com/en/p/straberry-apple-cake-50g-6pcs/1016080651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SunnyHills,1,,,Straberry Apple Cake 50g*6pcs,5,Taiwan
Charcoal Pineapple Cake 600g,https://www.yamibuy.com/en/p/kaonuxu-charcoal-pineapple-cake-600g/1016076651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kaonuxu,2,$59.99,8 Options,Charcoal Pineapple Cake 600g,5,Taiwan
Mixed 3 Flavors Pineapple Cake Original + Charcoal + Matcha Flavor 600g,https://www.yamibuy.com/en/p/kaonuxu-mix-3-flavors-original-charcoal-matcha-600g/1016076611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kaonuxu,2,$59.99,8 Options,Mixed 3 Flavors Pineapple Cake Original + Charcoal + Matcha Flavor 600g,5,Taiwan
Soft Flour Cake Egg Crisp Crackers Egg Flavor 600g,https://www.yamibuy.com/en/p/miguduo-soft-flour-cake-egg-crisp-crackers-egg-flavor-600g/1016025801,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIGUDUO,6,$3.99,,Soft Flour Cake Egg Crisp Crackers Egg Flavor 600g,2.8,China
Egg soft cake 600g,https://www.yamibuy.com/en/p/sea-woods-egg-soft-cake-600g/1016061091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SEA WOODS,1,$5.59,,Egg soft cake 600g,4,Taiwan
Coconut Flavor Swiss Roll Cake 24pcs,https://www.yamibuy.com/en/p/coconut-flavor-swiss-roll-cake-24pcs/1016080881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,3,$4.69,4 Options,Coconut Flavor Swiss Roll Cake 24pcs,4,N/A
Sesame Flour Soft Flour Cake 960g,https://www.yamibuy.com/en/p/jingyizhen-sesame-flour-soft-flour-cake-960g/1016042031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINGYIZHEN,2,$9.99,2 Options,Sesame Flour Soft Flour Cake 960g,5,China
MEIHUASIANG Brown Sugar Rice Cake 480g,https://www.yamibuy.com/en/p/meihuasiang-brown-sugar-rice-cake-480g/1021019531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEI HUA SIANG,6,$3.59,7 Options,MEIHUASIANG Brown Sugar Rice Cake 480g,4.7,Taiwan
Sun Cake Original Flavor 600g,https://www.yamibuy.com/en/p/sun-booth-sun-cake-original-flavor-600g/1016057521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUN BOOTH,66,,4 Options,Sun Cake Original Flavor 600g,4.9,Taiwan
Rose Cake Honey Flavor 360g,https://www.yamibuy.com/en/p/panxiangji-rose-cake-honey-flavor-360g/1016038831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,panxiangji,83,,2 Options,Rose Cake Honey Flavor 360g,4.8,China
Macaron Cake Matcha Flavor 126g,https://www.yamibuy.com/en/p/macaron-cake-matcha-126g/1016094961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINSIBO,,$4.69,,Macaron Cake Matcha Flavor 126g,,China
Sachima Soft Flour Cake Xylitol Flavor 454g,https://www.yamibuy.com/en/p/dxc-soft-flour-cake-xylitol-flavor-454g/1016056891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,40,$8.49,3 Options,Sachima Soft Flour Cake Xylitol Flavor 454g,4.5,China
Half Baked Soy Milk Mini Cake 190g,https://www.yamibuy.com/en/p/chikodo-half-baked-soy-milk-mini-cake-190g/1016072831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHIKODO,82,$6.99,,Half Baked Soy Milk Mini Cake 190g,4.4,China
Korean Style Chestnut Osmanthus Cake 190g,https://www.yamibuy.com/en/p/zhiweiguan-korean-style-chestnut-osmanthus-cake-190g/1016067621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhiweiguan,67,$8.69,,Korean Style Chestnut Osmanthus Cake 190g,4.6,China
Mung Bean Cake Cranberry Flavor 190g,https://www.yamibuy.com/en/p/zhiweiguan-mung-bean-cake-cranberry-flavor-190g/1150000471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhiweiguan,67,$7.79,4 Options,Mung Bean Cake Cranberry Flavor 190g,4.7,China
Rice Cake Original 500g,https://www.yamibuy.com/en/p/rice-cake-original-500g/1016078091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIUFU,5,$3.99,,Rice Cake Original 500g,5,China
Yun Cake 100g,https://www.yamibuy.com/en/p/yun-cake-100g/1016080531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SNACK LAB,45,$2.49,,Yun Cake 100g,4.8,China
Cake Powder 500g,https://www.yamibuy.com/en/p/cake-powder-500g/1149001631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNLIGHT,30,,,Cake Powder 500g,4.6,Taiwan
Sliced Rice Cake 600g,https://www.yamibuy.com/en/p/sliced-rice-cake-690g/1150002311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,19,$3.59,,Sliced Rice Cake 600g,4.8,N/A
DXC Flower Cake Rose Flavor 8pc 400g,https://www.yamibuy.com/en/p/daoxiangcun-xuehuarose-moon-festival-400g/1016035161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,31,$19.99,,DXC Flower Cake Rose Flavor 8pc 400g,4.67,China
Cake Powder 500g,https://www.yamibuy.com/en/p/baisha-cake-powder-500g/1149005551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAISHA,14,$2.39,,Cake Powder 500g,4.9,China
Baked Red Bean Cake Original 6packs 310g,https://www.yamibuy.com/en/p/marukyo-baked-red-bean-cake-original-6packs-310g/1016010841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANGJING,51,,4 Options,Baked Red Bean Cake Original 6packs 310g,4.6,Japan
Mung Bean Cake with Lava Custard 280g,https://www.yamibuy.com/en/p/mung-bean-cake-with-lava-custard-280g/1016092451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WuFuYuan,2,,,Mung Bean Cake with Lava Custard 280g,3,Taiwan
Duran Cake 300g,https://www.yamibuy.com/en/p/daixiangyuan-duran-cake-300g/1016020101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DAIXIANGYUAN,56,$5.25,,Duran Cake 300g,4.4,China
Flower Cake-Rose Flavor 210g,https://www.yamibuy.com/en/p/xiangguan-flower-cake-rose-flavor-210g/1016062441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIANGGUAN,38,$3.69,4 Options,Flower Cake-Rose Flavor 210g,4.7,China
Moon Cake Double Salted Egg Yolks & Chestnut Flavor 4pc 600g,https://www.yamibuy.com/en/p/sungiven-foods-moon-cake-double-salted-egg-yolks-chestnut-flavor-600g/1016035431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNGIVEN FOODS,38,,8 Options,Moon Cake Double Salted Egg Yolks & Chestnut Flavor 4pc 600g,4.75,China
Banana Cake 15pcs 450g,https://www.yamibuy.com/en/p/senyou-banana-cake-15pcs-450g/1016010831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SENYOU,47,$5.39,,Banana Cake 15pcs 450g,4,China
Daoxiangcun Beijing Wheat Flour Cake 360g,https://www.yamibuy.com/en/p/daoxiangcun-beijing-wheat-flour-cake-360g/1016030791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Su Zhou Daoxiangcun,8,$8.99,2 Options,Daoxiangcun Beijing Wheat Flour Cake 360g,3.2,China
INTERNATIONAL FOOD Mung Bean Cake Original Flavor 300g,https://www.yamibuy.com/en/p/international-food-mung-bean-cake-original-flavor-300g/1016015781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhoujimeishi,44,$2.99,,INTERNATIONAL FOOD Mung Bean Cake Original Flavor 300g,3.1,China
Avocado boba Cake   300g,https://www.yamibuy.com/en/p/avocado-boba-cake-300g/1016087911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SANWEISUWU,6,,,Avocado boba Cake   300g,4.2,China
SANKIO Sweetheart Cake 300g,https://www.yamibuy.com/en/p/sankio-sweetheart-cake-300g/1016039551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,真的好,10,$3.49,,SANKIO Sweetheart Cake 300g,3.4,China
【Hot & New】Rice Cake Original Flavor50g,https://www.yamibuy.com/en/p/beifu-orinigal-flavor-rice-cake-50g/1016060131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BEIFU,7,$1.49,,【Hot & New】Rice Cake Original Flavor50g,3.9,China
Kit Kat Chocolatory Wafer Everyday Luxury Strawberry Cheese Cake Flavor 12pcs 109g,https://www.yamibuy.com/en/p/nestle-kit-kat-chocolatory-wafer-everyday-luxury-strawberry-cheese-cake-flavor-12pcs-109g/1018021741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,7,$6.99,19 Options,Kit Kat Chocolatory Wafer Everyday Luxury Strawberry Cheese Cake Flavor 12pcs 109g,4.7,Japan
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Hot & Spicy Rice Cake 120g,https://www.yamibuy.com/en/p/hot-spicy-rice-cake-120g/1147001131,https://cdn.yamibuy.net/item/1d79c14d52ef9af80ecfa5b2c5489b16_684x684.webp,Young Mi,16,$2.69,,Hot & Spicy Rice Cake 120g,4.2,Korea
Honey Cake 48g,https://www.yamibuy.com/en/p/mage-s-honey-cake-48g/1016023591,https://cdn.yamibuy.net/item/63f195c5864fa15fc53936b2c2739d7e_684x684.webp,mage's,26,,,Honey Cake 48g,4.4,China
Pineapple Cake Box 16pc,https://www.yamibuy.com/en/p/pineapple-cake-16-pc-gift-box/1016079201,https://cdn.yamibuy.net/item/170d31e40d75b1cdbfeb35897cc4a2d2_684x684.webp,HSINTUNGYANG,,$14.99,,Pineapple Cake Box 16pc,,Taiwan
Wheat Germ Honey Cake 300g,https://www.yamibuy.com/en/p/organic-chateau-wheat-germ-honey-cake-300g/1016007971,https://cdn.yamibuy.net/item/1008017f0562762982faddcc93ea740e_684x684.webp,ORGANIC CHATEAU,27,$11.99,,Wheat Germ Honey Cake 300g,4.6,Taiwan
Fish Tofu Cake-Spicy 85g,https://www.yamibuy.com/en/p/yanting-fisherman-fish-tofu-cake-spicy-85g/1019006401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YANTING FISHERMAN,30,$2.29,,Fish Tofu Cake-Spicy 85g,4.5,China
Hsin Tung Yang Bubble Milk Tea Cake 250g,https://www.yamibuy.com/en/p/bubble-milk-tea-cake-249g/1016061381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSINTUNGYANG,2,$10.99,2 Options,Hsin Tung Yang Bubble Milk Tea Cake 250g,5,Taiwan
Red Bean Rice Cake 4 pc,https://www.yamibuy.com/en/p/red-bean-rice-cake-4-pcs/1150002461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,wufangzhai,10,$9.99,2 Options,Red Bean Rice Cake 4 pc,4.9,China
Red Bean Paste Cake 8pcs 208g,https://www.yamibuy.com/en/p/meidai-mushi-kintsuba-8pcs-208g/1016093461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SENJUAN,1,$7.99,,Red Bean Paste Cake 8pcs 208g,2,Japan
Malaysia Asteros Roll Heart Cake Chocolate Flavor 40g,https://www.yamibuy.com/en/p/malaysia-o-mac-asteros-roll-heart-cake-chocolate-flavor-40g/1016056021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,O-mac,26,$0.99,3 Options,Malaysia Asteros Roll Heart Cake Chocolate Flavor 40g,4.4,Malaysia
"Heart Baked Cake Orange Flavor, 100g",https://www.yamibuy.com/en/p/moranca-little-white-heart-baked-cake-orange-flavor-100g/1016077011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Moranca,17,$3.69,,"Heart Baked Cake Orange Flavor, 100g",4.8,China
TAIWAN Taro cake 360g,https://www.yamibuy.com/en/p/taiwan-mincher-taro-cake-400g/1016061661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MINCHER,19,$3.09,2 Options,TAIWAN Taro cake 360g,3.8,Taiwan
Tiramisu Banana Cake 12.06oz,https://www.yamibuy.com/en/p/osaka-tiramisu-banana-cake-12-06oz/1016066911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OSAKA,1,$19.99,,Tiramisu Banana Cake 12.06oz,4,Japan
Gongliang Zeng Cake (Glutinous Millet) 360g,https://www.yamibuy.com/en/p/valley-gongliang-zeng-cake-glutinous-millet/1147004741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,VALLEY,5,$4.29,,Gongliang Zeng Cake (Glutinous Millet) 360g,4.2,China
Spicy Rice Cake Bowl with Hot Sauce 292g,https://www.yamibuy.com/en/p/chilkab-spicy-rice-cake-bowl-with-hot-sauce-292g/1021041581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHILKAB,19,$3.59,,Spicy Rice Cake Bowl with Hot Sauce 292g,,Korea
MON CHER Cacao Cake 6pcs 192g,https://www.yamibuy.com/en/p/lotte-mon-cher-cacao-cake-6pcs-192g/1016010951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,17,$3.29,4 Options,MON CHER Cacao Cake 6pcs 192g,4.2,Korea
Gateau  Chocolate Cake 185g,https://www.yamibuy.com/en/p/gateau-chocolat/1016062771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,12,$5.49,,Gateau  Chocolate Cake 185g,4.7,Japan
Lava Cake Gift Box 90g,https://www.yamibuy.com/en/p/maxim-flow-milk-yellow-cake-gift-box-90g/1016077711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Shendacheng,11,$11.99,,Lava Cake Gift Box 90g,4,China
Fish Tofu Cake-Crab Flavor 85g,https://www.yamibuy.com/en/p/yanting-fisherman-fish-tofu-cake-crab-flavor-85g/1019005601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YANTING FISHERMAN,19,$2.29,,Fish Tofu Cake-Crab Flavor 85g,3.8,China
TAIWAN Pineapple Cake 360g,https://www.yamibuy.com/en/p/taiwan-mincher-pineapple-cake-400g/1016061671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MINCHER,19,$3.09,2 Options,TAIWAN Pineapple Cake 360g,4,Taiwan
MARUKYO Bean Cake 8pcs,https://www.yamibuy.com/en/p/marukyo-bean-cake-8pcs/1016013741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANGJING,7,$5.99,,MARUKYO Bean Cake 8pcs,3.9,Japan
MON CHER Cream Cake 6pcs 192g,https://www.yamibuy.com/en/p/lotte-mon-cher-cream-cake-6pcs-192g/1016010941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,12,$2.99,4 Options,MON CHER Cream Cake 6pcs 192g,3.9,Korea
BANANA CAKE ROLL 156g,https://www.yamibuy.com/en/p/bourbon-banana-cake-roll/1016062311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,7,$4.59,,BANANA CAKE ROLL 156g,4.1,Japan
Fish-shaped Cake 248g,https://www.yamibuy.com/en/p/soft-bread-300g/1016085611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAOYOULIKids,7,$4.49,,Fish-shaped Cake 248g,4.9,China
Yuzu Apple Cake 6pcs 300g,https://www.yamibuy.com/en/p/sunnyhills-yuzu-apple-cake-6pcs-300g/1016073821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SunnyHills,1,$33.99,3 Options,Yuzu Apple Cake 6pcs 300g,5,Taiwan
DXC Pineapple Cake 400g,https://www.yamibuy.com/en/p/dxc-pineapple-cake-400g/1016057381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,3,$9.99,,DXC Pineapple Cake 400g,3.7,China
LAMSHENGKEE Pineapple Cake 435g,https://www.yamibuy.com/en/p/lamshengkee-pineapple-cake-435g/1016005541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LAM SHENG KEE,12,$4.29,,LAMSHENGKEE Pineapple Cake 435g,3.8,Taiwan
AC-Frozen Steamed Rice Cake 280g,https://www.yamibuy.com/en/p/ac-frozen-steamed-rice-cake-280g/1149012901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASIAN CHOICE,,$5.99,,AC-Frozen Steamed Rice Cake 280g,,N/A
Peach Cake 250g,https://www.yamibuy.com/en/p/bamboo-house-peach-cake-250g/1016059401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAMBOO HOUSE,10,$4.79,,Peach Cake 250g,4.1,Taiwan
Hsin Tung Yang Bubble Latte Cake 249g,https://www.yamibuy.com/en/p/bubble-latte-cake-249g/1016061371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSINTUNGYANG,2,$10.99,2 Options,Hsin Tung Yang Bubble Latte Cake 249g,4,Taiwan
Flower Cake 3 pack  111g,https://www.yamibuy.com/en/p/flower-cake-3-pack-111g/1016087921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YOTIME,,,2 Options,Flower Cake 3 pack  111g,,China
Baked Soft Cake - Green Tea 200g,https://www.yamibuy.com/en/p/kubota-baked-soft-cake-green-tea-200g/1016032581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KUBOTA,7,$4.29,8 Options,Baked Soft Cake - Green Tea 200g,5,Japan
Mini Chocolate Cake 160g,https://www.yamibuy.com/en/p/bourbon-mini-sylveine-chocolate-cake-160g/1016010751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,43,,,Mini Chocolate Cake 160g,4.6,Japan
Baked Cake (Swiss Baum) 190g,https://www.yamibuy.com/en/p/daisho-baked-cake-swiss-baum-190g/1016060001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DAISHO,10,$4.99,,Baked Cake (Swiss Baum) 190g,3.2,Japan
Baked Soft Cake 200g,https://www.yamibuy.com/en/p/kubota-baked-soft-cake-198g/1016059151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KUBOTA,9,$4.29,8 Options,Baked Soft Cake 200g,3.6,Japan
【Frozen】Fried Rice Cake 660g,https://www.yamibuy.com/en/p/fried-rice-cake-660g/1149011201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TRAMY,1,,,【Frozen】Fried Rice Cake 660g,3,China
Sylvaine Chocolate Cake 119g,https://www.yamibuy.com/en/p/bourbon-sylvaine-chocola-119g/1016075621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,6,,,Sylvaine Chocolate Cake 119g,4.7,Japan
【Frozen】OX-Tongue Shaped Cake 420g,https://www.yamibuy.com/en/p/ox-tongue-shaped-cake-frozen-420g/1146139221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,,,,【Frozen】OX-Tongue Shaped Cake 420g,,China
Melon cake 208g,https://www.yamibuy.com/en/p/smile-sun-melon-cake-208g/1016060971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,6,$2.09,3 Options,Melon cake 208g,4.8,Taiwan
Shao Xing Longan Cake 300g,https://www.yamibuy.com/en/p/royal-family-shao-xing-longan-cake-300g/1016060671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYAL FAMILY,5,$5.59,,Shao Xing Longan Cake 300g,4,Taiwan
Chocolate Marshmallow Stick Cake 220g,https://www.yamibuy.com/en/p/crown-chocolate-marshmallow-stick-cake-220g/1016021151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CROWN,2,$5.99,,Chocolate Marshmallow Stick Cake 220g,3.5,Korea
Grapefruit Cake Gift 50g*9,https://www.yamibuy.com/en/p/gobuycake-grapefruit-cake-gift-nine-50g-9/1016066711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GOBUYCAKE,8,,3 Options,Grapefruit Cake Gift 50g*9,3,Taiwan
Macaron Cake Blackcurrant,https://www.yamibuy.com/en/p/macaron-cake-blackcurrant/1016088541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINYU,2,$3.49,,Macaron Cake Blackcurrant,3.5,China
Spicy Rice Cake Tteok-bokki 426g,https://www.yamibuy.com/en/p/ottogi-spicy-rice-cake-426g/1021051481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTTOGI,457,,,Spicy Rice Cake Tteok-bokki 426g,4.8,Korea
Noko Baked Cheese Cake 40g,https://www.yamibuy.com/en/p/noko-baked-chizu-cake-40g/1016087521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,5,,4 Options,Noko Baked Cheese Cake 40g,4.2,Japan
【Frozen】Sweetheart Cake 420g,https://www.yamibuy.com/en/p/sweetheart-cake-frozen-420g/1146139181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,,,,【Frozen】Sweetheart Cake 420g,,China
Watermelon Cake Gift 50g*9,https://www.yamibuy.com/en/p/gobuycake-watermelon-cake-gift-nine-50g-9/1016066701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GOBUYCAKE,3,,3 Options,Watermelon Cake Gift 50g*9,3.3,Taiwan
Rice Cake Chestnut Flavor 10.5oz,https://www.yamibuy.com/en/p/rice-cake-chestnt/1016057471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAZHILIAN,2,$4.09,4 Options,Rice Cake Chestnut Flavor 10.5oz,1.5,China
【Frozen】Rice Cake with Fish Cake & Seaweed Roll 360g,https://www.yamibuy.com/en/p/rice-cake-with-fish-cake-seaweed-roll-360g/1149011701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PMO,,$5.99,,【Frozen】Rice Cake with Fish Cake & Seaweed Roll 360g,,Korea
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Mochi-Outside Red Bean Cake(Ankoro) 122g,https://www.yamibuy.com/en/p/kubota-mochi-outside-red-bean-cake-ankoro-122g/1016059281,https://cdn.yamibuy.net/item/ba32da11e6ed2dbc2c0d644fd176c3ac_684x684.webp,KUBOTA,4,$3.59,,Mochi-Outside Red Bean Cake(Ankoro) 122g,2,Japan
